1000 1:-20.812326615477886 2:0.6519654232766882 3:-20.361289959365674 4:-14.133596864893592 5:9.673767359092142 6:8.773606878436635 7:0.6358542115593605 8:-5.526893988525034 9:-0.14396032173248763 10:1.6999242877476095 11:0.8511844066523087 12:-2.377634086452984 
1000 1:-28.54519301068076 2:6.028355216761071 3:-20.562365391006157 4:-15.155090402768524 5:18.050727799643738 6:8.159753910472203 7:-4.536766458432598 8:-7.898121940648378 9:3.54412043019926 10:5.729454542380242 11:1.6002458312956778 12:-2.10123829009523 
1000 1:-25.168007180434387 2:-0.7795802978028316 3:-23.411621937979508 4:-18.28578550056356 5:9.796254012884981 6:6.052779632933712 7:-4.433714124654811 8:-8.234793495477764 9:0.7707977830315854 10:3.8370639112733373 11:1.9004832921893937 12:0.20473596838871178 
1000 1:-30.849900537546688 2:3.4790945709873986 3:-19.982752696797707 4:-17.731455171293838 5:16.33771217171179 6:7.595550880220216 7:-3.6455361807476305 8:-8.43969148083601 9:-3.069657679093769 10:2.074007456260877 11:2.891378144469726 12:2.092308539254238 
1000 1:-28.168265773930976 2:3.3989494476261473 3:-20.768217476149996 4:-17.157887301873426 5:15.074214497735898 6:9.132943743704777 7:-2.3086617634110334 8:-6.016078445157174 9:-0.6551774552605699 10:1.1350517833736475 11:1.4357886025386635 12:3.3684909837217387 
1000 1:-31.728170429383518 2:5.210988839127254 3:-17.52225059999727 4:-17.970641238632986 5:17.339514465404324 6:10.832021103323692 7:-0.85334242820561 8:-6.739801114264113 9:-2.7393782493804597 10:-1.034903093138039 11:0.9805729611230186 12:5.263014310117087 
1000 1:-32.08130083225278 2:4.7984504524093765 3:-19.80722728028963 4:-16.504819556049064 5:17.55058079823423 6:12.953904864334245 7:0.3895864317714086 8:-6.934362237331467 9:-1.144468308334174 10:-1.016539651991697 11:2.1578713526759046 12:3.2130160757334987 
1000 1:-34.03393446572652 2:9.447396029318588 3:-17.289536515978252 4:-16.64949452095662 5:14.043467721587415 6:9.780627467241626 7:-1.582325581433131 8:-8.04533940052232 9:-1.3870246151829666 10:-2.362133372526028 11:0.38868525924147135 12:3.85993659031998 
1000 1:-44.9328346418142 2:2.9035285219552653 3:-18.821500393458887 4:-15.099152384089953 5:14.472028550982433 6:9.95721902318853 7:0.06794615494637157 8:-9.197048323004978 9:-2.8782132315531674 10:-3.075434366867407 11:0.04036863873229546 12:2.1355683591434245 
1000 1:-36.74180393245401 2:5.0748936522808865 3:-19.28334437667723 4:-16.462017201179734 5:14.392799715458882 6:7.877640273877414 7:2.6589209168069297 8:-5.025058514009308 9:0.9175384696000477 10:-4.210356188990364 11:-0.12279940247509646 12:4.929076045885702 
1000 1:-36.68679967477487 2:0.5763884613955458 3:-18.48143391932284 4:-16.847089644330275 5:13.405983307476953 6:6.1079833555876855 7:1.186749922978069 8:-4.180832316408238 9:0.8442036731107776 10:-1.8465358359699802 11:1.361370113663016 12:3.2326757778626627 
1000 1:-19.199038000671905 2:0.8561532673888381 3:-16.357304215590315 4:-12.295116554265206 5:8.3346040537302 6:5.2879105917423885 7:3.914527145853746 8:-0.06208001723267237 9:4.561870901780419 10:0.5136031521873907 11:2.481782454345613 12:0.32078355167354033 
1000 1:-28.0192692859011 2:2.4247243308664803 3:-13.422601880235609 4:-13.120553802684073 5:8.538443019904761 6:4.323933478420763 7:1.7904040491606366 8:-4.268745722699688 9:1.7279851005221294 10:-0.6122011594757726 11:1.3985338340395406 12:0.6892147714199581 
1000 1:-20.210973462358936 2:2.37191576816738 3:-12.451828788450308 4:-12.087639066930336 5:5.792821835865317 6:2.6284715144907898 7:2.76745892374251 8:-2.5929188801056866 9:0.770517770072306 10:-0.07248312317526562 11:0.7672108297209074 12:1.0353738125157996 
1000 1:-19.065137038345593 2:0.9028546344279981 3:-10.564482294673684 4:-7.324331972550763 5:5.014323518268078 6:3.2780906903698717 7:-1.4764112719095657 8:-2.487000739917026 9:1.4122813390609175 10:0.6471455097378972 11:-0.37453551737008456 12:1.0585928391899682 
1000 1:-25.55512101151938 2:4.980149085259216 3:-13.623687881479652 4:-10.271261652047693 5:9.547118319714224 6:0.5395424486999206 7:1.252362576007683 8:-1.2175978295702112 9:1.586813778558759 10:-0.5256888047905965 11:-0.7646608753979258 12:0.8065596364257315 
1000 1:-18.709173713876933 2:2.330310145018945 3:-13.190157366379939 4:-11.209186143524029 5:5.6940946049838175 6:-1.0556884948727594 7:-0.7930759862842447 8:-1.0332958702982478 9:0.5401094550115447 10:-0.7586486082452462 11:-1.036577756254236 12:2.8076629538543996 
1000 1:-16.27552727264112 2:2.3537085516224643 3:-10.674929196220733 4:-10.563430303885166 5:0.8396582281344686 6:-1.9910362628032767 7:-1.0371310691832374 8:0.9911786349530752 9:1.1111841219294196 10:-2.5882984158240414 11:-3.423590083763931 12:2.393743261329253 
1000 1:-20.862730234166058 2:3.8889187922438326 3:-11.625483792337157 4:-8.665442407642256 5:5.39134809478984 6:0.10838185579904569 7:-2.98316195382386 8:-0.2637745058290675 9:3.9224481606338326 10:1.1459369303312237 11:-2.0676045682065123 12:2.1916704854196167 
1000 1:-45.7111499930608 2:2.666135702397282 3:-10.379269903631995 4:-13.298765756046436 5:7.196300749346123 6:-2.3369149344838243 7:-2.530349607536705 8:3.1729321674450657 9:10.90380796943342 10:-0.8322770343379245 11:-5.02349692457677 12:2.6836568682043476 
1000 1:-46.87886847521864 2:0.5293274345464425 3:-14.068949804399558 4:-14.46387359605412 5:9.490019362635724 6:-2.4099903197189 7:-6.20970851520051 8:-1.586476228749413 9:9.253472531165002 10:0.6910556484730552 11:-2.9061695906626874 12:3.188490143311957 
1000 1:-45.38797084173188 2:1.4761357642208877 3:-11.693676671619984 4:-10.969796213414442 5:10.132142165097616 6:-3.73164279076948 7:-5.240581563016267 8:-0.42918127929441996 9:7.569280057625283 10:-1.249756721892942 11:-7.171604198234222 12:2.396307130458445 
1000 1:-46.48691340639372 2:-1.7594380185762766 3:-10.752752669015537 4:-9.727206748426864 5:11.423705030115226 6:-0.8672935035619366 7:-4.501226245752898 8:1.4579111328607492 9:8.522828681938751 10:-1.7853943833894288 11:-7.423307751874701 12:0.6721723990598736 
1000 1:-46.99445617217797 2:2.6371929447476976 3:-6.735760228874 4:-13.113247861283698 5:11.389569752135538 6:-0.8892228686790397 7:-4.246613203252075 8:1.2225924065096359 9:9.00512972919007 10:-2.197623807496188 11:-8.014596803889802 12:1.8888180258912115 
1000 1:-45.119973914214775 2:-2.3675766584688684 3:-9.745366888198433 4:-10.841185979939667 5:10.395616927406484 6:-0.7130288183863674 7:-2.598132166821241 8:1.3479256844632213 9:6.265955996867038 10:-1.2273117640736406 11:-4.327002970176796 12:3.5114343043265315 
1000 1:-26.68790578945054 2:-3.0309866878570273 3:-12.215923195098428 4:-4.618804636105867 5:9.376729110904533 6:-0.3197336535110481 7:-0.26836987605614565 8:2.409453233111703 9:5.973230531470431 10:0.2866651012755655 11:-3.7198507065328634 12:-2.541856587509521 
1000 1:-38.99968329974583 2:-0.6517140730047871 3:-12.22583175627068 4:-10.141749671674155 5:10.08016660669651 6:-1.967633914812902 7:-2.4337593229464645 8:2.2981664332075566 9:9.078121624848848 10:-0.3657245022428115 11:-8.085554083752175 12:1.0479328709768865 
1000 1:-46.88839239281793 2:5.277739418345142 3:-9.511025898842767 4:-9.885115069126154 5:8.37924210162617 6:-2.556408092887913 7:-4.793168249459057 8:3.498874552212148 9:11.221311672468937 10:1.4984813757542166 11:-6.359192803721014 12:1.7990740264446587 
1000 1:-45.681506561316816 2:4.545000360022318 3:-9.725245560486073 4:-10.073582918966688 5:8.704431377626143 6:-1.5656104355506906 7:-7.097728790186665 8:3.673210564554108 9:9.171543019473804 10:-0.17610086778517653 11:-7.686512560072048 12:2.1211666110672525 
1000 1:-51.15366977461424 2:2.972060482860108 3:-8.178996608245843 4:-8.867485475746877 5:9.41640652439339 6:-1.8079911363437942 7:-5.441425823359559 8:4.408069468991553 9:11.454683577917077 10:2.159173731242725 11:-7.441879754950852 12:-0.8853146925859734 
1000 1:-42.97138758396918 2:2.4195076774324678 3:-8.996829688240368 4:-7.750794684228733 5:5.7883041846102 6:-6.124777226620861 7:-5.769935150167145 8:3.349260777334969 9:9.475651240934736 10:-0.3967466051516846 11:-5.370936797452162 12:-0.39508519834762357 
1000 1:-27.56846669553287 2:-4.386300572685529 3:-12.39833413876804 4:-1.9209496680767728 5:5.7814468470297715 6:-3.8066001494451265 7:-3.002103369896174 8:3.8552730634673433 9:6.867292021693925 10:-0.6011366190070442 11:-2.942793957910617 12:-0.318756636756351 
1000 1:-32.802708268068 2:0.5512885373608442 3:-12.13290744620195 4:-6.407567666765546 5:4.1756720894372314 6:-4.8123055292723915 7:-5.268132372644796 8:2.3529312961842024 9:6.92495072281192 10:-1.1741425280970643 11:-4.128100434553125 12:0.9409212347735542 
1000 1:-34.26191357564929 2:0.25767332061042625 3:-12.78147321829211 4:-7.2952158631675905 5:4.634783308366467 6:-6.841795244855163 7:-4.319610526115991 8:2.056280474035724 9:6.585854272733083 10:-0.717625807932806 11:-2.845971975336597 12:4.139787388155084 
1000 1:-30.57297345711633 2:2.8672979145827275 3:-8.964051890360327 4:-6.696510092490931 5:5.521661365206771 6:-6.039772008028517 7:-6.107242107644867 8:1.8348706276465017 9:5.6026775654006045 10:0.3438603095950499 11:-5.405595490204897 12:2.7644130069652797 
1000 1:-27.683566592374007 2:0.5342880247827263 3:-13.953010984337778 4:-7.142980647205771 5:3.825230974297969 6:-4.147108782215858 7:-3.7302766227753317 8:0.8538400999324848 9:2.685052247982144 10:1.2614497820198092 11:-1.964066861919603 12:5.078988748538407 
1000 1:-38.608385364032486 2:5.23643800731412 3:-9.8765420085097 4:-10.916266704390896 5:6.0473248258611045 6:-6.324138459786997 7:-6.269688069474274 8:2.024936316386009 9:7.093605861244513 10:-2.275753536614692 11:-6.128725314897734 12:6.648222276000354 
1000 1:-40.79998135164214 2:6.243641137707233 3:-10.036129380022725 4:-11.93474418150077 5:5.407220463193221 6:-2.421383424216139 7:-2.4691864488712563 8:4.243685377490832 9:7.284587341343572 10:-1.4119872147210757 11:-6.124320390300665 12:5.384021418875664 
1000 1:-19.933896106608508 2:7.225175279316504 3:-15.65664228647736 4:-10.41298574702681 5:4.142818715962772 6:-1.7611121461409132 7:-3.160463777616039 8:2.4790692608681315 9:4.81567296588894 10:-1.7253263143110766 11:-2.2185185000750653 12:3.4321382970929255 
1000 1:-17.228237330539432 2:5.954506162318323 3:-14.273913806156298 4:-8.92522281819172 5:2.905232837842175 6:-1.3339051652116858 7:-1.7273965741356256 8:3.4779015223006073 9:4.84145407251543 10:0.6280692693245371 11:0.6854408642537706 12:3.4000100656193 
1000 1:-28.326319933820383 2:11.56173217707836 3:-11.393341832772869 4:-8.221822047457426 5:1.735043008499342 6:-3.5294772022976653 7:-2.5692731193080762 8:2.057699059657261 9:5.36601522430413 10:-1.90239388218945 11:-2.8553182759392213 12:1.404414906140177 
1000 1:-6.043597704569095 2:-2.7907608888117696 3:-10.019159268820736 4:-3.7166913726566864 5:1.0956792777758524 6:-5.0233323731697785 7:-3.605884780500768 8:1.7215801978925602 9:3.2698402247351392 10:-1.1263432617785858 11:-1.593748582605777 12:0.3751999304494352 
1000 1:-15.280337583847668 2:9.397833690501946 3:-14.68022398163491 4:-6.752479226545452 5:3.5033990145453813 6:-0.2329126987615786 7:-2.774642519188385 8:-0.7760412475786773 9:1.4671070295732827 10:-0.35194454760411387 11:0.3007009290579168 12:0.6677965415612831 
1000 1:-34.498415090962496 2:10.41621868717783 3:-17.941808384034047 4:-20.18913836648404 5:5.361252745034804 6:4.822907191498443 7:-2.270121506532688 8:-0.4903857950645263 9:5.688981105642289 10:-1.7783589228067829 11:0.39431882701530174 12:2.9108503397258256 
1000 1:-36.9240673635318 2:7.47080965676466 3:-19.00937624272839 4:-20.321753020362753 5:9.514736085884504 6:7.199164946355689 7:2.845276326842331 8:-0.44638519027745716 9:3.480365024696655 10:-2.7936020315689234 11:-1.7518486848292858 12:4.048665335443437 
1000 1:-34.76585019322733 2:8.384492426820529 3:-15.442406116788217 4:-17.957339545104517 5:4.738643916951707 6:2.915153716323129 7:2.36547868462807 8:0.24096294968896803 9:1.4785295689230784 10:-1.0523490702449736 11:2.7663207819023685 12:6.91032409515886 
1000 1:-35.958428854648936 2:9.244313215621002 3:-19.16034993543333 4:-18.036818243122422 5:7.008054928461519 6:6.555940151823422 7:-0.6800065436061363 8:-1.172848223415481 9:-0.2203530858156113 10:-3.336141225541003 11:-1.271554261499162 12:5.881092045085152 
1000 1:-38.697563149226475 2:9.20351801946278 3:-17.209691995416755 4:-17.864771430629304 5:8.373966302510613 6:7.2169074551898085 7:0.46728441105436935 8:1.5083404165358854 9:1.7803849153217697 10:-2.5193397992563002 11:-2.934328198411749 12:4.497125414158496 
1000 1:-28.648104217602143 2:3.608258273370951 3:-14.908938102596947 4:-9.340323766702353 5:6.810680887011936 6:3.128862448008572 7:0.5570373431114233 8:2.2903537660238937 9:1.7179816930232228 10:-4.947590558076882 11:-5.9059099459001985 12:3.855509536519939 
1000 1:-34.55908514679617 2:3.9696458365763077 3:-16.897423580401647 4:-12.889263682159887 5:5.084339723346831 6:3.825266420701767 7:-1.1144487831654923 8:0.16242326520961692 9:-0.49750322964445504 10:-5.560006365107995 11:-3.5881171806199097 12:4.81426730123237 
1000 1:-45.10490495588432 2:9.035803324160677 3:-16.854678536372468 4:-14.105720137241926 5:1.9426541468022078 6:5.428657513346758 7:-0.45991855838479734 8:4.293771079034428 9:2.190285145733336 10:-3.928108214757873 11:-4.651031567492838 12:6.969317010230982 
1000 1:-41.42432004030336 2:11.684412042847846 3:-18.494967941655275 4:-18.282244532509438 5:-0.5591978515706817 6:5.237372176144065 7:-0.547515455015827 8:1.5666160826927622 9:-1.3562391890290466 10:-4.306751970388299 11:-1.9271502706582542 12:8.068637188989047 
1000 1:-41.19739154663021 2:5.22761547604499 3:-16.906611509219697 4:-19.637566437519126 5:1.1308732258381702 6:3.7284203220267336 7:0.8340540474933442 8:2.4564714506836953 9:-0.3000656016756589 10:-5.538592862341735 11:-6.497911347509696 12:5.880737105553143 
1000 1:-35.564499366156085 2:6.9701356487999995 3:-13.741540860868477 4:-18.160399125943332 5:1.9375756810287152 6:3.1232412501695874 7:1.7403820128950473 8:3.4401377619575495 9:1.3672548022467323 10:-5.033750126821806 11:-5.786904207470426 12:5.873723923953286 
1000 1:-35.040658338097195 2:4.690008198577974 3:-13.19909662203944 4:-15.936406556686787 5:5.809336349289572 6:4.983309487013199 7:4.2042248513673925 8:3.940414215296346 9:0.27984554977213216 10:-5.473593474032544 11:-7.013372714791138 12:6.73925548792668 
1000 1:-35.7796792189249 2:4.568687830769296 3:-13.320208032059337 4:-18.371014534773153 5:3.105462952575297 6:2.454419324284399 7:2.437812970921334 8:3.5671891732269287 9:1.624573994820532 10:-5.15828869809992 11:-5.152760778025498 12:8.305160882007403 
1000 1:-39.067590907010135 2:5.631144127894824 3:-11.313300603789681 4:-18.04201331937246 5:8.518416490163629 6:2.5002669583365087 7:1.938007135908417 8:3.195744502121139 9:0.37401158883981667 10:-5.77118768682565 11:-5.041898267785893 12:8.62682135143024 
1000 1:-35.661391116032846 2:7.444019367140538 3:-9.967018766694103 4:-19.287953812199166 5:7.083728960173654 6:6.90804839324877 7:5.4072870811978335 8:2.245956043934916 9:0.9517127962204226 10:-5.23574497848921 11:-4.3081993762726665 12:3.981980472673608 
1000 1:-39.49122247874207 2:4.250486760601794 3:-12.065674927146784 4:-19.328291678700918 5:5.39787883403517 6:3.7436385241680803 7:7.672221903585752 8:2.9642614403163727 9:2.594800936100931 10:-4.562130126152513 11:-2.493611337142588 12:9.122655005757089 
1000 1:-41.20415228948964 2:4.002079900663299 3:-11.445892306372611 4:-24.023559291527842 5:2.43382968088015 6:4.954400489591889 7:5.654703941548455 8:-1.1511867436510181 9:2.0278468104574032 10:-5.2387130133483435 11:-2.425634624386224 12:5.048256118004537 
1000 1:-41.65917982933509 2:6.1890280103392135 3:-10.46043788663507 4:-21.309198018421544 5:9.009306375464957 6:4.382880064397148 7:3.0363251882440703 8:0.2169325283416226 9:3.785355533835997 10:-3.979102600082048 11:-5.385445743261388 12:2.7729581679035538 
1000 1:-33.256094617529534 2:8.238985593329051 3:-11.325295912344194 4:-17.87551598383771 5:8.807031543670996 6:4.590464770906856 7:4.104366078475441 8:-0.8476600084468414 9:2.725538249640719 10:-4.651537329425004 11:-3.136072297792947 12:5.244865184049586 
1000 1:-35.424737138603895 2:2.9325650754751114 3:-15.618255074745363 4:-18.206567172945448 5:10.65797780119303 6:7.192943641114402 7:3.3432396223304983 8:-1.6818308935523154 9:-2.5205103035566676 10:-10.068745562297869 11:-5.431213943168047 12:4.42510336103073 
1000 1:-34.840374127371334 2:4.19275845134587 3:-15.454990344917714 4:-17.50253551241959 5:8.531442334407899 6:8.963238227825519 7:5.30142290644105 8:0.08556788459425468 9:-0.6877284234503174 10:-4.295396900017568 11:0.08467240721314595 12:6.620081498854652 
1000 1:-32.20363031259924 2:3.519844212506805 3:-15.272860564916794 4:-17.737738718696843 5:7.781407166433822 6:8.137566360355107 7:3.342563658488137 8:-1.9705863518616904 9:-2.682418338483806 10:-2.994393993853096 11:1.7352285855703493 12:5.893437774943633 
1000 1:-17.934601216462852 2:-4.011078998996999 3:-19.249650371347506 4:-10.652929940959046 5:7.975345995554796 6:8.29332919210765 7:4.566669763176878 8:-1.0329526529132411 9:-3.2032882618387566 10:-2.4778534023782055 11:1.4105212386544812 12:4.047654322450811 
1000 1:-39.19410245889419 2:6.939068275213858 3:-15.363285883033178 4:-22.017059362682275 5:11.036882839836968 6:10.928038956935742 7:1.1219155068459958 8:-6.108306716338095 9:-1.824526332189048 10:1.6677321274587462 11:2.1175963107344176 12:2.3236082923513472 
1000 1:-34.804930639468594 2:5.5948371851476875 3:-16.70564698851379 4:-17.980844557533604 5:10.695529249682675 6:10.639175509752416 7:3.8381349013627593 8:-5.5446513036037075 9:-2.3907209428273424 10:-1.5041021463062543 11:0.3570217935554437 12:1.0089996083336428 
1000 1:-20.809537281533906 2:9.626649072435079 3:-17.56378979349715 4:-15.280420185906705 5:8.610655412984842 6:7.484385450089827 7:4.000646267772777 8:-3.2413317565232247 9:-1.1441341922686459 10:-1.944908803962864 11:1.9286359715222705 12:-0.9299520407113889 
1000 1:-37.370437205204716 2:5.584026867674876 3:-16.57401819340127 4:-15.55801039421249 5:9.321375608397544 6:7.9354164938618075 7:4.09249703633471 8:-2.6307489829787083 9:0.41819811249370475 10:-3.47166285460459 11:2.0029931094354456 12:2.1345978080610064 
1000 1:-39.604342994380225 2:8.296200554719807 3:-15.00415583940562 4:-18.17934685162215 5:5.683280934768925 6:7.85221670441261 7:3.228145050629174 8:-0.5333408310047459 9:2.073784377508365 10:-3.799375421164094 11:-1.305718400030162 12:-0.9094505802356583 
1000 1:-14.073567969760749 2:-4.229948255587612 3:-13.666470290256191 4:-11.934983017486845 5:-2.1972337470096663 6:-0.35560440218223555 7:0.43071720076532716 8:0.9629678305100917 9:4.06848530047627 10:3.283837168894917 11:2.56237435407687 12:2.240624242728167 
1000 1:-45.03161406090961 2:6.479410384931244 3:-18.656099339775423 4:-17.018648296864825 5:6.576446586597932 6:8.98038880339935 7:-1.3901393973612628 8:-2.893249544368656 9:4.967159750372437 10:0.12483175756595155 11:-1.2425097987004996 12:-1.903060039410702 
1000 1:-40.73784044230658 2:6.8984452737151996 3:-16.215074173258348 4:-18.928129902113017 5:6.413452726648536 6:11.851598085346204 7:3.763964370419588 8:-4.120920197614766 9:-0.12205191280751049 10:-0.24849638487191927 11:1.4183509138745016 12:0.8031928959823642 
